Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
IBM BOB 2 - Workforce,2026-03,EMP4728,Finance,Finance,FP&A Manager,AUS01,MKT,Marketing & Sales,13412.79,578.81,884.66,0,14876.26,159.2,61.4,close_tasks,195,297122.28,76.29,Low,None,No action,TXN005731,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6887,Finance,Finance,Finance Analyst,PNG01,SA,South Australia Operations,15369.59,1000.17,1010.63,277.48,17657.87,147.5,97.1,close_tasks,234,529920.56,75.46,High,High overtime,Review allocation / approve exception,TXN005732,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3130,Commercial,Commercial,Inventory Coordinator,AUS01,OPS,Operations & Logistics,16787.46,0,2121.06,0,18908.52,148.6,58.8,revenue_cases,240,76738.89,78.79,High,Low utilisation high cost,Review allocation / approve exception,TXN005733,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1915,Finance,Finance,Customer Service Lead,NZL01,FIN,Finance & Accounting,15230.59,1677.55,1451.94,0,18360.08,164.8,85.9,close_tasks,293,203416.04,62.66,High,Low utilisation high cost,Review allocation / approve exception,TXN005734,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5311,Finance,Finance,Operations Planner,NZL01,SA,South Australia Operations,14157.55,0,2408.16,0,16565.71,133.2,66.5,close_tasks,92,765262.49,180.06,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005735,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2108,Sales,Sales,Controller,PNG01,OPS,Operations & Logistics,6483.51,0,1907.9,0,8391.41,144.6,70.8,deals_supported,199,330524.63,42.17,Low,None,No action,TXN005736,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1842,Sales,Sales,Customer Service Lead,PNG01,QLD,Queensland Operations,18199.65,1015.51,2024.74,7600.77,28840.67,180.1,93.2,deals_supported,182,119889.22,158.47,High,Low utilisation high cost,Review allocation / approve exception,TXN005737,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5164,Finance,Finance,Controller,PNG01,VIC,Victoria Operations,18979.23,0,579.86,0,19559.09,183.3,67.2,close_tasks,203,361532.59,96.35,Low,None,No action,TXN005738,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3666,Customer Care,Customer Care,Controller,PNG01,FIN,Finance & Accounting,19917.53,1163.12,649.25,0,21729.9,140.2,70.1,cases_resolved,238,174081.02,91.3,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005739,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1755,IT,IT,Data Engineer,PNG01,OPS,Operations & Logistics,19069.9,451.56,2142.89,7408.12,29072.47,175.9,58.3,tickets_resolved,104,311756.42,279.54,Low,Low utilisation high cost,Review allocation / approve exception,TXN005740,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8314,FP&A,FP&A,Operations Planner,AUS01,WA,Western Australia Operations,8277.78,0,2672.56,5281.22,16231.56,162.8,57.3,forecast_models,257,220304.88,63.16,Low,Contractor dependency,Review allocation / approve exception,TXN005741,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4849,Commercial,Commercial,Customer Service Lead,FJI01,CORP,Corporate Head Office,19102.36,0,756.45,12211.47,32070.28,157.3,69.5,revenue_cases,148,604683.84,216.69,Medium,Contractor dependency,Review allocation / approve exception,TXN005742,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6633,FP&A,FP&A,Inventory Coordinator,PNG01,R&D,Research & Development,7387.25,1093.77,1543.92,0,10024.94,166.2,69.4,forecast_models,129,269878.73,77.71,High,Low utilisation high cost,Review allocation / approve exception,TXN005743,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4974,FP&A,FP&A,Customer Service Lead,FJI01,ACT,Australian Capital Territory,13054.56,1733.85,1011.17,0,15799.58,144.9,68.7,forecast_models,287,357839.41,55.05,Medium,None,No action,TXN005744,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9399,Commercial,Commercial,Finance Analyst,FJI01,ACT,Australian Capital Territory,13137.22,801.48,2183.36,0,16122.06,177.8,83.3,revenue_cases,203,579960.05,79.42,Low,Contractor dependency,Review allocation / approve exception,TXN005745,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5550,Customer Care,Customer Care,Operations Planner,PNG01,NSW,New South Wales Operations,11928.59,1443.35,2747.79,1226.63,17346.36,180.4,85.7,cases_resolved,133,95466.69,130.42,Low,Contractor dependency,Review allocation / approve exception,TXN005746,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7624,Operations,Operations,Inventory Coordinator,AUS01,QLD,Queensland Operations,5397.45,0,1458.82,13187.51,20043.78,159.4,60.7,flights_supported,145,645946.03,138.23,Medium,None,No action,TXN005747,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6913,Operations,Operations,Sales Manager,FJI01,ACT,Australian Capital Territory,13345.47,529.83,2396.63,0,16271.93,124.5,86.2,flights_supported,84,282452.85,193.71,Medium,None,No action,TXN005748,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3619,Customer Care,Customer Care,FP&A Manager,PNG01,NSW,New South Wales Operations,14930.66,0,2622.46,0,17553.12,136.1,71.4,cases_resolved,182,333362.03,96.45,High,High overtime,Review allocation / approve exception,TXN005749,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3604,Customer Care,Customer Care,Sales Manager,PNG01,WA,Western Australia Operations,17546.25,1897.07,2080.97,0,21524.29,178.6,84.0,cases_resolved,270,88105.48,79.72,Low,None,No action,TXN005750,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1711,Sales,Sales,Operations Planner,PNG01,R&D,Research & Development,8933.02,0,1609.93,0,10542.95,181.6,90.8,deals_supported,227,595361.04,46.44,Medium,None,No action,TXN005751,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9861,Operations,Operations,Data Engineer,AUS01,CORP,Corporate Head Office,6148.66,2104.12,2622.44,0,10875.22,132.1,68.8,flights_supported,218,208508.34,49.89,Medium,Contractor dependency,Review allocation / approve exception,TXN005752,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2967,Commercial,Commercial,Inventory Coordinator,NZL01,ACT,Australian Capital Territory,14805.85,1309.37,732.81,9979.46,26827.49,132.6,81.4,revenue_cases,295,590574.75,90.94,Low,None,No action,TXN005753,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5519,Procurement,Procurement,Sales Manager,NZL01,FIN,Finance & Accounting,15086.6,148.28,2258.1,0,17492.98,121.2,55.7,pos_processed,282,541763.63,62.03,Medium,Contractor dependency,Review allocation / approve exception,TXN005754,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6731,FP&A,FP&A,Operations Planner,PNG01,QLD,Queensland Operations,18689.36,0,2322.59,14932.78,35944.73,176.0,56.8,forecast_models,151,509489.39,238.04,Low,None,No action,TXN005755,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8198,Procurement,Procurement,Controller,PNG01,CORP,Corporate Head Office,11676.46,1630.72,1941.74,0,15248.92,133.7,81.3,pos_processed,166,38970.99,91.86,High,Low utilisation high cost,Review allocation / approve exception,TXN005756,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3451,FP&A,FP&A,Sales Manager,AUS01,R&D,Research & Development,17082.94,1092.15,2637.37,0,20812.46,134.3,81.7,forecast_models,184,553185.48,113.11,Medium,High overtime,Review allocation / approve exception,TXN005757,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9872,Procurement,Procurement,Data Engineer,FJI01,MKT,Marketing & Sales,16798.8,0,1901.04,0,18699.84,147.5,88.7,pos_processed,91,449301.08,205.49,High,Contractor dependency,Review allocation / approve exception,TXN005758,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5207,Procurement,Procurement,Inventory Coordinator,PNG01,IT,Information Technology,18502.57,0,1975.22,13575.82,34053.61,159.3,89.0,pos_processed,133,463584.0,256.04,Medium,Contractor dependency,Review allocation / approve exception,TXN005759,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2228,FP&A,FP&A,Procurement Specialist,NZL01,NSW,New South Wales Operations,11098.52,302.61,684.11,0,12085.24,163.7,97.5,forecast_models,96,49822.34,125.89,Low,None,No action,TXN005760,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2081,Procurement,Procurement,Inventory Coordinator,PNG01,VIC,Victoria Operations,10696.67,584.66,1706.98,0,12988.31,142.1,72.6,pos_processed,262,428100.43,49.57,High,High overtime,Review allocation / approve exception,TXN005761,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3575,Finance,Finance,Inventory Coordinator,NZL01,QLD,Queensland Operations,10716.25,0,2875.99,10032.46,23624.7,153.3,71.8,close_tasks,45,484052.88,524.99,Low,High overtime,Review allocation / approve exception,TXN005762,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1153,Operations,Operations,Controller,NZL01,MKT,Marketing & Sales,19427.28,1200.68,756.51,2853.15,24237.62,129.1,69.5,flights_supported,237,24095.43,102.27,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005763,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2549,IT,IT,FP&A Manager,FJI01,TAS,Tasmania Operations,10679.74,0,581.85,0,11261.59,121.2,58.6,tickets_resolved,253,151993.26,44.51,Medium,High overtime,Review allocation / approve exception,TXN005764,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1651,Sales,Sales,Controller,NZL01,TAS,Tasmania Operations,17343.32,1936.14,1212.74,0,20492.2,172.3,88.7,deals_supported,197,484284.4,104.02,Medium,Contractor dependency,Review allocation / approve exception,TXN005765,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7171,Operations,Operations,Procurement Specialist,FJI01,CORP,Corporate Head Office,11539.1,2245.55,599.37,14595.09,28979.11,136.3,69.0,flights_supported,212,113951.88,136.69,Medium,None,No action,TXN005766,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8827,Customer Care,Customer Care,Revenue Analyst,AUS01,QLD,Queensland Operations,15182.1,0,2655.11,2499.99,20337.2,175.2,80.5,cases_resolved,142,190067.23,143.22,Medium,High overtime,Review allocation / approve exception,TXN005767,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6273,Finance,Finance,Operations Planner,NZL01,WA,Western Australia Operations,15977.23,223.85,1276.08,0,17477.16,143.7,66.9,close_tasks,141,594455.08,123.95,High,High overtime,Review allocation / approve exception,TXN005768,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5759,Procurement,Procurement,Inventory Coordinator,AUS01,TAS,Tasmania Operations,5718.53,431.84,2273.12,6764.78,15188.27,158.9,74.9,pos_processed,211,320642.75,71.98,Low,Contractor dependency,Review allocation / approve exception,TXN005769,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6587,Finance,Finance,Controller,PNG01,SA,South Australia Operations,5648.09,91.0,2063.55,14748.5,22551.14,175.7,56.0,close_tasks,66,308715.84,341.68,Low,High overtime,Review allocation / approve exception,TXN005770,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9095,FP&A,FP&A,Sales Manager,NZL01,ACT,Australian Capital Territory,15920.31,0,1126.81,0,17047.12,158.0,79.0,forecast_models,114,381289.98,149.54,Low,Contractor dependency,Review allocation / approve exception,TXN005771,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1694,Commercial,Commercial,Customer Service Lead,NZL01,ACT,Australian Capital Territory,17684.86,170.12,545.11,11572.48,29972.57,169.4,71.5,revenue_cases,290,460208.76,103.35,Low,High overtime,Review allocation / approve exception,TXN005772,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4677,FP&A,FP&A,Controller,FJI01,OPS,Operations & Logistics,13615.27,1559.05,2327.52,1280.28,18782.12,120.6,57.8,forecast_models,125,680305.35,150.26,High,None,No action,TXN005773,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8711,IT,IT,Customer Service Lead,AUS01,VIC,Victoria Operations,13014.51,49.3,2235.69,1843.61,17143.11,133.4,96.8,tickets_resolved,140,411166.89,122.45,Low,High overtime,Review allocation / approve exception,TXN005774,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3475,Customer Care,Customer Care,Inventory Coordinator,PNG01,ACT,Australian Capital Territory,15401.09,377.87,1871.87,0,17650.83,146.9,95.4,cases_resolved,87,508074.32,202.88,High,Low utilisation high cost,Review allocation / approve exception,TXN005775,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6333,Procurement,Procurement,Procurement Specialist,AUS01,WA,Western Australia Operations,19720.56,0,1912.1,632.48,22265.14,123.4,81.7,pos_processed,138,96290.46,161.34,High,Contractor dependency,Review allocation / approve exception,TXN005776,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7219,Procurement,Procurement,Sales Manager,PNG01,R&D,Research & Development,16615.74,364.84,1602.31,0,18582.89,130.2,76.5,pos_processed,174,652022.71,106.8,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005777,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7610,Sales,Sales,FP&A Manager,PNG01,FIN,Finance & Accounting,18585.59,0,1279.36,0,19864.95,163.7,94.2,deals_supported,201,57036.75,98.83,Low,Contractor dependency,Review allocation / approve exception,TXN005778,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8752,Operations,Operations,Controller,AUS01,FIN,Finance & Accounting,16761.82,1144.47,1029.77,7633.28,26569.34,171.3,70.6,flights_supported,264,364476.76,100.64,High,High overtime,Review allocation / approve exception,TXN005779,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8877,Customer Care,Customer Care,Data Engineer,PNG01,TAS,Tasmania Operations,5635.43,426.49,1144.26,0,7206.18,146.4,70.4,cases_resolved,136,348657.41,52.99,High,None,No action,TXN005780,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9200,Procurement,Procurement,Revenue Analyst,AUS01,CORP,Corporate Head Office,13230.55,31.98,1906.61,3867.71,19036.85,125.2,83.6,pos_processed,230,418932.6,82.77,Medium,Contractor dependency,Review allocation / approve exception,TXN005781,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7142,Operations,Operations,Procurement Specialist,PNG01,ACT,Australian Capital Territory,9594.29,2103.51,1762.22,0,13460.02,163.4,83.6,flights_supported,198,251280.72,67.98,Low,None,No action,TXN005782,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1791,Procurement,Procurement,FP&A Manager,NZL01,WA,Western Australia Operations,18287.81,873.61,927.38,0,20088.8,168.6,95.3,pos_processed,208,20635.67,96.58,High,High overtime,Review allocation / approve exception,TXN005783,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7471,Customer Care,Customer Care,Inventory Coordinator,FJI01,CORP,Corporate Head Office,9508.53,587.57,2981.89,2372.04,15450.03,163.8,97.3,cases_resolved,132,14483.04,117.05,Medium,None,No action,TXN005784,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8245,Customer Care,Customer Care,Sales Manager,NZL01,FIN,Finance & Accounting,9269.4,1968.43,1458.06,11545.76,24241.65,180.8,91.1,cases_resolved,229,232306.33,105.86,Low,Contractor dependency,Review allocation / approve exception,TXN005785,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8663,Finance,Finance,Revenue Analyst,AUS01,MKT,Marketing & Sales,15546.8,2037.78,1140.35,2589.05,21313.98,149.7,89.5,close_tasks,258,509057.3,82.61,High,None,No action,TXN005786,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7298,Commercial,Commercial,Procurement Specialist,NZL01,OPS,Operations & Logistics,7461.37,580.32,730.92,0,8772.61,143.6,85.7,revenue_cases,64,163154.78,137.07,Medium,None,No action,TXN005787,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9679,IT,IT,Inventory Coordinator,NZL01,CORP,Corporate Head Office,18383.96,283.09,2517.74,1183.83,22368.62,159.0,84.4,tickets_resolved,195,662339.75,114.71,Low,Low utilisation high cost,Review allocation / approve exception,TXN005788,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8320,Commercial,Commercial,Inventory Coordinator,FJI01,NT,Northern Territory Operations,7214.27,54.39,1651.61,6074.65,14994.92,158.5,58.9,revenue_cases,92,27060.38,162.99,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005789,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4026,Sales,Sales,Revenue Analyst,NZL01,CORP,Corporate Head Office,12951.57,1345.22,762.53,0,15059.32,159.3,76.4,deals_supported,206,710750.53,73.1,Medium,High overtime,Review allocation / approve exception,TXN005790,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
